cnc_tool_name,cnc_tool_layer,runs,models,functional_success_rate,expected_system_tool_call_rate,avg_duration_s,avg_benchmark_duration_s,avg_first_response_s,avg_loop_count,avg_tool_call_count,avg_tool_output_count,avg_system_tool_call_count,avg_system_tool_duration_s,avg_thinking_event_count,avg_thinking_duration_s,avg_thinking_chars,avg_answer_chars,avg_estimated_prompt_tokens,avg_estimated_answer_tokens,avg_estimated_thinking_tokens,avg_estimated_total_text_tokens
check_anomaly,application,1,1,0.0,0.0,14.014,14.012,0.0,1.0,0.0,0.0,0.0,0.0,143.0,6.28,558.0,0.0,180.0,0.0,140.0,320.0
data_status,data,1,1,0.0,0.0,16.819,16.812,0.0,1.0,0.0,0.0,0.0,0.0,243.0,10.827,874.0,0.0,151.0,0.0,219.0,370.0
forecast_future,application,1,1,0.0,0.0,29.658,29.655,0.0,1.0,0.0,0.0,0.0,0.0,445.0,23.222,1700.0,0.0,175.0,0.0,425.0,600.0
run_all,workflow,1,1,0.0,0.0,14.238,14.235,0.0,1.0,0.0,0.0,0.0,0.0,197.0,8.413,803.0,0.0,156.0,0.0,201.0,357.0
run_state_analysis,training_application,1,1,0.0,0.0,23.74,23.736,0.0,1.0,0.0,0.0,0.0,0.0,315.0,15.286,994.0,0.0,189.0,0.0,249.0,438.0
train_anomaly_detection,training,1,1,0.0,0.0,20.945,20.942,0.0,1.0,0.0,0.0,0.0,0.0,347.0,15.003,1316.0,0.0,166.0,0.0,329.0,495.0
train_forecast,training,1,1,0.0,0.0,23.232,23.23,0.0,1.0,0.0,0.0,0.0,0.0,347.0,16.67,1440.0,0.0,183.0,0.0,360.0,543.0
update_data,data,1,1,0.0,0.0,17.917,17.911,0.0,1.0,0.0,0.0,0.0,0.0,247.0,11.645,980.0,0.0,174.0,0.0,245.0,419.0
