time,IA,IB,IC,Power,PF,kVAh,I_mean,I_imbalance,dI_dt,kVAh_rate,PF_abs,cluster,state
2025-09-15 15:10:00,,,,0.1413333333333333,0.8210000000000001,0.026,,,,,0.8210000000000001,-1,Off
2025-09-15 15:15:00,,,,0.14,0.822,0.0395,,,,0.013500000000000002,0.822,-1,Off
2025-09-15 15:20:00,7.71,10.033,6.458,1.7510000000000001,0.76475,0.12075,8.067,22.487176369645915,,0.08124999999999999,0.76475,1,Running_High
2025-09-15 15:25:00,7.538,9.837,6.243,2.16575,0.7525,0.349,7.872666666666667,23.120788450767733,-0.1943333333333328,0.22824999999999998,0.7525,3,Running_Low
2025-09-15 15:30:00,1.414,1.445,0.108,0.6759999999999999,0.56925,0.495,0.989,77.16135578997778,-6.8836666666666675,0.14600000000000002,0.56925,2,Off
2025-09-15 15:35:00,1.412,1.442,0.108,0.2755,0.76925,0.5255000000000001,0.9873333333333334,77.14443490389681,-0.0016666666666665941,0.030500000000000083,0.76925,2,Off
2025-09-15 15:40:00,1.41,1.441,0.107,0.275,0.764,0.55625,0.9860000000000001,77.2204985881524,-0.0013333333333332975,0.030749999999999944,0.764,2,Off
2025-09-15 15:45:00,7.855,10.16,6.361,1.25825,0.76425,0.63825,8.125333333333334,23.554395187374418,7.139333333333334,0.08199999999999996,0.76425,1,Running_High
2025-09-15 15:50:00,7.732,9.874,6.273,2.2135,0.758,0.8674999999999999,7.959666666666667,22.7555155643985,-0.16566666666666663,0.22924999999999995,0.758,3,Running_Low
2025-09-15 15:55:00,7.619,9.817,6.293,2.192,0.75675,1.1095,7.909666666666666,22.502721464739967,-0.05000000000000071,0.242,0.75675,0,Idle
2025-09-15 16:00:00,7.544,9.767,6.281,2.18175,0.75575,1.35,7.864,22.44269431847695,-0.04566666666666652,0.24050000000000016,0.75575,0,Idle
2025-09-15 16:05:00,7.584,9.839,6.234,2.174,0.75525,1.6019999999999999,7.885666666666668,23.096769048200887,0.021666666666668277,0.2519999999999998,0.75525,3,Running_Low
2025-09-15 16:10:00,7.531,9.688,6.321,2.169,0.75675,1.84125,7.846666666666667,21.736001972235975,-0.03900000000000148,0.23925000000000018,0.75675,0,Idle
2025-09-15 16:15:00,7.469,9.666,6.341,2.1625,0.758,2.0795,7.825333333333334,21.6080007434646,-0.02133333333333276,0.23824999999999985,0.758,0,Idle
2025-09-15 16:20:00,7.421,9.859,6.311,2.3425000000000002,0.76625,2.322,7.863666666666667,23.080192477006456,0.03833333333333311,0.24250000000000016,0.76625,1,Running_High
2025-09-15 16:25:00,9.007,11.487,6.346,2.52275,0.77325,2.5915,8.946666666666667,28.737306107964155,1.0830000000000002,0.26949999999999985,0.77325,1,Running_High
2025-09-15 16:30:00,9.077,11.463,6.262,2.34025,0.76425,2.86,8.934,29.14089028353241,-0.012666666666667936,0.26849999999999996,0.76425,1,Running_High
2025-09-15 16:35:00,7.551,9.857,6.13,2.15825,0.75575,3.11325,7.846,23.973118615293263,-1.0879999999999992,0.25325,0.75575,3,Running_Low
2025-09-15 16:40:00,7.478,9.722,6.229,2.157,0.7545,3.3514999999999997,7.809666666666666,22.66372882753801,-0.03633333333333422,0.23824999999999985,0.7545,0,Idle
2025-09-15 16:45:00,7.462,9.675,6.315,2.16275,0.75,3.59075,7.817333333333334,21.84825494474094,0.007666666666668043,0.23925000000000018,0.75,0,Idle
2025-09-15 16:50:00,7.455,9.689,6.332,2.1654999999999998,0.746,3.83175,7.825333333333333,21.837610366282785,0.007999999999999119,0.2410000000000001,0.746,0,Idle
2025-09-15 16:55:00,7.396,9.691,6.362,2.16425,0.74625,4.07325,7.816333333333333,21.798454676340615,-0.009000000000000341,0.24149999999999983,0.74625,0,Idle
2025-09-15 17:00:00,7.379,9.642,6.463,2.1745,0.73725,4.317,7.828,20.904078824554666,0.011666666666667602,0.24375000000000036,0.73725,0,Idle
2025-09-15 17:05:00,7.528,9.509,6.474,2.183,0.733,4.5765,7.837,19.66204337062566,0.008999999999999453,0.25950000000000006,0.733,3,Running_Low
2025-09-15 17:10:00,9.077,11.276,6.456,2.53675,0.75225,4.8395,8.936333333333334,27.002987165906095,1.099333333333334,0.2629999999999999,0.75225,1,Running_High
2025-09-15 17:15:00,8.786,11.396,6.632,2.542,0.752,5.10675,8.938,26.690920863646117,0.0016666666666669272,0.26724999999999977,0.752,1,Running_High
2025-09-15 17:20:00,7.25,9.666,6.6,2.2672499999999998,0.736,5.39275,7.838666666666666,20.609945180914234,-1.0993333333333348,0.2860000000000005,0.736,3,Running_Low
2025-09-15 17:25:00,7.105,9.655,6.735,2.1725,0.7324999999999999,5.65425,7.831666666666666,20.300318059625805,-0.006999999999999673,0.26149999999999984,0.7324999999999999,3,Running_Low
2025-09-15 17:30:00,7.165,9.571,6.755,2.1775,0.732,5.9015,7.830333333333333,19.428760286352425,-0.0013333333333331865,0.2472500000000002,0.732,0,Idle
2025-09-15 17:35:00,7.154,9.636,6.754,2.17725,0.73125,6.14975,7.847999999999999,19.894445865068285,0.017666666666666053,0.24824999999999964,0.73125,0,Idle
2025-09-15 17:40:00,7.044,9.697,6.769,2.173,0.733,6.3975,7.836666666666666,20.633170470643247,-0.011333333333332973,0.24774999999999991,0.733,0,Idle
2025-09-15 17:45:00,7.128,9.615,6.743,2.20125,0.74175,6.645,7.828666666666668,19.913234772316205,-0.00799999999999823,0.2474999999999996,0.74175,0,Idle
2025-09-15 17:50:00,7.243,9.869,6.993,2.2199999999999998,0.73725,6.8975,8.035000000000002,19.8282738977178,0.20633333333333415,0.2525000000000004,0.73725,0,Idle
2025-09-15 17:55:00,7.12,9.631,6.721,2.163,0.72725,7.1455,7.824000000000001,20.163255830534432,-0.2110000000000012,0.24800000000000022,0.72725,0,Idle
2025-09-15 18:00:00,7.139,9.629,6.68,2.161,0.7275,7.39325,7.816,20.301794596322555,-0.008000000000000895,0.24774999999999991,0.7275,0,Idle
2025-09-15 18:05:00,7.178,9.582,6.673,2.47325,0.75075,7.6515,7.811,19.899842836559472,-0.004999999999999893,0.2582500000000003,0.75075,1,Running_High
2025-09-15 18:10:00,8.618,11.28,6.712,2.58125,0.7545,7.938750000000001,8.87,25.866998359990095,1.0589999999999993,0.2872500000000002,0.7545,1,Running_High
2025-09-15 18:15:00,7.171,9.61,6.625,2.3489999999999998,0.7433333333333333,8.185,7.802,20.37163763112759,-1.0679999999999996,0.24624999999999986,0.7433333333333333,1,Running_High
2025-09-15 18:20:00,7.435,9.688,6.902,2.218,0.7375,8.41775,8.008333333333335,18.466325895681244,0.20633333333333503,0.23274999999999935,0.7375,3,Running_Low
2025-09-15 18:25:00,7.554,9.765,6.975,2.33675,0.7495,8.658249999999999,8.098,18.18233113379883,0.08966666666666612,0.24049999999999905,0.7495,3,Running_Low
2025-09-15 18:30:00,11.412,14.37,11.082,3.45125,0.78225,8.98325,12.288000000000002,14.734690722483984,4.190000000000001,0.32500000000000107,0.78225,1,Running_High
2025-09-15 18:35:00,7.273,9.572,6.687,2.885,0.74875,9.3055,7.844,19.440407583464165,-4.444000000000002,0.32225000000000037,0.74875,1,Running_High
2025-09-15 18:40:00,7.116,9.738,6.748,2.1792499999999997,0.7355,9.6375,7.867333333333334,20.72443606462508,0.023333333333333428,0.33199999999999896,0.7355,1,Running_High
2025-09-15 18:45:00,15.399,19.729,15.497,4.3025,0.78225,9.97825,16.875,14.649612831206577,9.007666666666665,0.3407499999999999,0.78225,1,Running_High
2025-09-15 18:50:00,7.099,9.784,6.794,2.8970000000000002,0.7495,10.32375,7.892333333333334,20.846991423341404,-8.982666666666667,0.34550000000000125,0.7495,1,Running_High
2025-09-15 18:55:00,7.03,9.806,6.795,2.36175,0.74125,10.65775,7.877,21.260506799409388,-0.01533333333333431,0.33399999999999963,0.74125,1,Running_High
2025-09-15 19:00:00,8.602,11.507,6.793,2.54525,0.74925,10.936,8.967333333333334,26.520036795795633,1.0903333333333345,0.2782499999999999,0.74925,1,Running_High
2025-09-15 19:05:00,8.511,11.433,6.905,2.36525,0.737,11.23125,8.949666666666667,25.650696471816353,-0.01766666666666694,0.29524999999999935,0.737,1,Running_High
2025-09-15 19:10:00,7.386,9.981,7.15,2.28125,0.74,11.49075,8.172333333333334,19.220822895855886,-0.777333333333333,0.25950000000000095,0.74,0,Idle
2025-09-15 19:15:00,7.085,9.696,6.83,2.2432499999999997,0.735,11.74625,7.870333333333332,20.15424510702012,-0.30200000000000227,0.2554999999999996,0.735,3,Running_Low
2025-09-15 19:20:00,7.027,9.822,6.743,2.20125,0.7284999999999999,12.00075,7.864,21.638009387690317,-0.006333333333332192,0.25450000000000017,0.7284999999999999,3,Running_Low
2025-09-15 19:25:00,6.992,9.784,6.778,2.168,0.72325,12.25025,7.851333333333333,21.361405251358306,-0.012666666666667048,0.2494999999999994,0.72325,0,Idle
2025-09-15 19:30:00,7.002,9.784,6.795,2.171,0.7215,12.5005,7.860333333333334,21.235183080097276,0.00900000000000123,0.2502500000000012,0.7215,0,Idle
2025-09-15 19:35:00,7.043,9.722,6.81,2.17075,0.72125,12.751000000000001,7.858333333333333,20.59192108509884,-0.002000000000000668,0.2505000000000006,0.72125,0,Idle
2025-09-15 19:40:00,7.067,9.606,6.855,2.17,0.72175,13.001999999999999,7.842666666666667,19.518436717386894,-0.015666666666666273,0.25099999999999767,0.72175,0,Idle
2025-09-15 19:45:00,7.018,9.645,6.864,2.17175,0.723,13.251999999999999,7.842333333333333,19.93096725694464,-0.0003333333333337407,0.25,0.723,0,Idle
2025-09-15 19:50:00,7.123,9.589,6.799,2.17325,0.7224999999999999,13.501999999999999,7.837,19.470465610996044,-0.005333333333333634,0.25,0.7224999999999999,0,Idle
2025-09-15 19:55:00,7.139,9.616,6.887,2.1734999999999998,0.72075,13.752749999999999,7.8806666666666665,19.136902428490796,0.04366666666666674,0.25075000000000003,0.72075,0,Idle
2025-09-15 20:00:00,7.07,9.618,6.838,2.1702500000000002,0.72075,14.0035,7.842000000000001,19.668824953259772,-0.03866666666666507,0.2507500000000018,0.72075,0,Idle
2025-09-15 20:05:00,7.101,9.629,6.84,2.3455,0.735,14.271,7.8566666666666665,19.60657734370905,0.014666666666665051,0.26750000000000007,0.735,3,Running_Low
2025-09-15 20:10:00,8.545,11.368,6.807,2.52625,0.7444999999999999,14.55,8.906666666666666,25.8447800653318,1.0499999999999998,0.2789999999999999,0.7444999999999999,1,Running_High
2025-09-15 20:15:00,7.054,9.679,6.812,2.1704999999999997,0.723,14.8205,7.848333333333334,20.25926400718433,-1.0583333333333327,0.2704999999999984,0.723,3,Running_Low
2025-09-15 20:20:00,6.948,9.653,6.909,2.1715,0.72225,15.0705,7.836666666666666,20.073734652130195,-0.011666666666667602,0.25,0.72225,0,Idle
2025-09-15 20:25:00,6.963,9.72,6.901,2.17025,0.722,15.33375,7.8613333333333335,20.47936356579143,0.024666666666667503,0.2632500000000011,0.722,3,Running_Low
2025-09-15 20:30:00,0.0,0.0,0.0,0.04,0.20375,15.481,0.0,,-7.8613333333333335,0.14724999999999966,0.20375,-1,Off
2025-09-15 20:35:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-15 20:40:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-15 20:45:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-15 20:50:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-15 20:55:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-15 21:00:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-15 21:05:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-15 21:10:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-15 21:15:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-15 21:20:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-15 21:25:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-15 21:30:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-15 21:35:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-15 21:40:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-15 21:45:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-15 21:50:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-15 21:55:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-15 22:00:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-15 22:05:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-15 22:10:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-15 22:15:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-15 22:20:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-15 22:25:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-15 22:30:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-15 22:35:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-15 22:40:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-15 22:45:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-15 22:50:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-15 22:55:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-15 23:00:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-15 23:05:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-15 23:10:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-15 23:15:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-15 23:20:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-15 23:25:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-15 23:30:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-15 23:35:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-15 23:40:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-15 23:45:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-15 23:50:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-15 23:55:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 00:00:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 00:05:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 00:10:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 00:15:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 00:20:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 00:25:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 00:30:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 00:35:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 00:40:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 00:45:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 00:50:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 00:55:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 01:00:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 01:05:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 01:10:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 01:15:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 01:20:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 01:25:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 01:30:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 01:35:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 01:40:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 01:45:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 01:50:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 01:55:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 02:00:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 02:05:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 02:10:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 02:15:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 02:20:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 02:25:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 02:30:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 02:35:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 02:40:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 02:45:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 02:50:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 02:55:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 03:00:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 03:05:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 03:10:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 03:15:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 03:20:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 03:25:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 03:30:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 03:35:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 03:40:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 03:45:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 03:50:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 03:55:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 04:00:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 04:05:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 04:10:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 04:15:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 04:20:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 04:25:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 04:30:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 04:35:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 04:40:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 04:45:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 04:50:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 04:55:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 05:00:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 05:05:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 05:10:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 05:15:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 05:20:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 05:25:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 05:30:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 05:35:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 05:40:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 05:45:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 05:50:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 05:55:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 06:00:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 06:05:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 06:10:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 06:15:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 06:20:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 06:25:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 06:30:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 06:35:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 06:40:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 06:45:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 06:50:00,0.0,0.0,0.0,0.0,0.0,15.481,0.0,,0.0,0.0,0.0,-1,Off
2025-09-16 06:55:00,0.0,0.0,0.0,0.04175,0.20025,15.4815,0.0,,0.0,0.0005000000000006111,0.20025,-1,Off
2025-09-16 07:00:00,7.594,9.981,6.935,2.1652500000000003,0.75125,15.60525,8.17,19.615797828703855,8.17,0.12374999999999936,0.75125,1,Running_High
2025-09-16 07:05:00,11.61,14.71,11.367,3.69575,0.78325,15.975,12.562333333333333,14.837197086268702,4.392333333333333,0.3697499999999998,0.78325,3,Running_Low
2025-09-16 07:10:00,11.738,14.653,11.011,3.668,0.783,16.36675,12.467333333333334,15.45984157078251,-0.09499999999999886,0.39175000000000004,0.783,3,Running_Low
2025-09-16 07:15:00,11.573,14.541,11.027,3.64425,0.78075,16.756,12.380333333333333,15.274243047455027,-0.08700000000000152,0.38925000000000054,0.78075,3,Running_Low
2025-09-16 07:20:00,11.408,14.688,11.048,3.624,0.78225,17.163249999999998,12.381333333333332,16.199589212490107,0.0009999999999994458,0.40724999999999767,0.78225,3,Running_Low
2025-09-16 07:25:00,11.529,14.51,10.99,3.6245,0.7817500000000001,17.549500000000002,12.343000000000002,15.360358582632236,-0.038333333333330444,0.386250000000004,0.7817500000000001,3,Running_Low
2025-09-16 07:30:00,11.549,14.451,10.933,3.6125,0.7837500000000001,17.95375,12.311,15.260445045326831,-0.032000000000001805,0.40424999999999756,0.7837500000000001,3,Running_Low
2025-09-16 07:35:00,11.583,14.46,10.888,3.6055,0.786,18.3365,12.310333333333332,15.383990944533988,-0.0006666666666674814,0.3827500000000015,0.786,3,Running_Low
2025-09-16 07:40:00,11.513,14.416,10.922,3.5975,0.78725,18.737000000000002,12.283666666666667,15.224674051684048,-0.026666666666665506,0.40050000000000097,0.78725,3,Running_Low
2025-09-16 07:45:00,11.562,14.455,10.83,3.5957500000000002,0.78325,19.11825,12.282333333333334,15.606567390990767,-0.0013333333333331865,0.38124999999999787,0.78325,3,Running_Low
