time,IA,IB,IC,Power,PF,kVAh,I_mean,I_imbalance,dI_dt,kVAh_rate,PF_abs,cluster,state,Vab,Vbc,Vca,V_mean,V_imbalance,V_deviation,P_error
2025-09-15 19:15:00,7.085,9.696,6.83,2.2432499999999997,0.735,11.74625,7.870333333333332,20.15424510702012,-0.3020000000000022,0.2554999999999996,0.735,3,Running_Low,220.03725,222.9625,216.652,219.88391666666666,1.4362319428904362,0.052765151515152625,1.7897354953773037
2025-09-15 19:20:00,7.027,9.822,6.743,2.20125,0.7284999999999999,12.00075,7.864,21.638009387690317,-0.0063333333333321,0.2545000000000001,0.7284999999999999,3,Running_Low,219.59375,222.94299999999998,215.78050000000002,219.43908333333334,1.63314299729459,0.2549621212121167,1.0813228802326398
2025-09-15 20:05:00,7.101,9.629,6.84,2.3455,0.735,14.271,7.856666666666667,19.60657734370905,0.014666666666665,0.2675,0.735,3,Running_Low,218.91925,222.3995,215.92675,219.08183333333332,1.4786421785639152,0.4173484848484903,6.576265535691822
2025-09-15 20:10:00,8.545,11.368,6.807,2.52625,0.7444999999999999,14.55,8.906666666666666,25.8447800653318,1.0499999999999998,0.2789999999999999,0.7444999999999999,1,Running_High,219.247,222.502,215.99725,219.24875,1.4834179684524205,0.3414772727272722,0.3215380815141496
2025-09-15 20:15:00,7.054,9.679,6.812,2.1704999999999997,0.723,14.8205,7.848333333333334,20.25926400718433,-1.058333333333333,0.2704999999999984,0.723,3,Running_Low,220.233,223.4925,217.09725,220.27425000000002,1.4517468763293118,0.12465909090910154,0.2574870608659723
2025-09-15 20:25:00,6.963,9.72,6.901,2.17025,0.722,15.33375,7.861333333333333,20.47936356579143,0.0246666666666675,0.2632500000000011,0.722,3,Running_Low,220.4595,224.14825,217.31375,220.6405,1.5504149132147018,0.29113636363636497,0.053059469587416724
2025-09-16 07:00:00,7.594,9.981,6.935,2.1652500000000003,0.75125,15.60525,8.17,19.615797828703855,8.17,0.1237499999999993,0.75125,1,Running_High,220.49225,222.9705,217.96625,220.47633333333337,1.1348895959264547,0.21651515151516906,8.248303657028327
2025-09-16 07:05:00,11.61,14.71,11.367,3.69575,0.78325,15.975,12.562333333333331,14.837197086268702,4.392333333333333,0.3697499999999998,0.78325,3,Running_Low,217.123,219.17874999999998,213.90775,216.73649999999998,1.2257604384284688,1.483409090909101,0.05505942474465343
2025-09-16 07:10:00,11.738,14.653,11.011,3.668,0.783,16.36675,12.467333333333334,15.45984157078251,-0.0949999999999988,0.39175,0.783,3,Running_Low,217.779,219.161,214.21275,217.05091666666667,1.1763177576018256,1.3404924242424245,0.052572140179354465
2025-09-16 07:15:00,11.573,14.541,11.027,3.64425,0.78075,16.756,12.380333333333333,15.274243047455029,-0.0870000000000015,0.3892500000000005,0.78075,3,Running_Low,217.846,219.4375,213.80625,217.02991666666665,1.3375900508391392,1.350037878787886,0.2951236051281783
2025-09-16 07:20:00,11.408,14.688,11.048,3.624,0.78225,17.163249999999998,12.381333333333332,16.199589212490107,0.0009999999999994,0.4072499999999976,0.78225,3,Running_Low,216.86675,218.853,213.30700000000002,216.34225,1.2988476641897635,1.6626136363636332,0.14442291272907892
2025-09-16 07:25:00,11.529,14.51,10.99,3.6245,0.7817500000000001,17.549500000000002,12.343000000000002,15.360358582632236,-0.0383333333333304,0.386250000000004,0.7817500000000001,3,Running_Low,217.38125,219.0025,213.78525,216.72299999999998,1.232073278306361,1.4895454545454614,0.06763950035363651
2025-09-16 07:30:00,11.549,14.451,10.933,3.6125,0.7837500000000001,17.95375,12.311,15.260445045326833,-0.0320000000000018,0.4042499999999975,0.7837500000000001,3,Running_Low,216.69225,218.00400000000002,212.84875,215.84833333333336,1.2412578737172042,1.887121212121201,0.144415909314983
2025-09-16 07:35:00,11.583,14.46,10.888,3.6055,0.786,18.3365,12.310333333333332,15.383990944533988,-0.0006666666666674,0.3827500000000015,0.786,3,Running_Low,215.99525,217.1145,211.6715,214.92708333333334,1.3373936693559971,2.3058712121212075,0.09697666444846674
