model_name,runs,avg_total_score,pass_rate,avg_duration_s
deepseek-v4-flash,24,97.70833333333333,0.9583333333333334,35.132041666666666
glm-5.1,24,92.70833333333333,0.8333333333333334,35.52583333333334
kimi-k2.6,24,91.22916666666667,0.7916666666666666,28.124
